1	372	0
2	93	0
3	187	1
4	103	0
5	89	0
6	161	0
7	91	0
8	92	0
9	95	0
10	90	0
11	114	0
12	91	0
13	186	1
14	94	0
15	95	0
16	110	0
17	92	0
18	97	0
19	87	0
20	189	1
21	189	1
22	182	1
23	289	2
24	87	0
25	277	2
26	95	0
27	89	0
28	182	1
29	87	0
30	96	0
31	182	1
32	89	0
33	94	0
34	93	0
35	89	0
36	95	0
37	174	1
38	91	0
39	89	0
40	92	0
41	89	0
42	95	0
43	194	1
44	94	0
45	84	0
46	173	1
47	88	0
48	181	1
49	84	0
50	91	0
51	88	0
52	95	0
53	86	0
54	87	0
55	89	0
56	90	0
57	98	0
58	96	0
59	205	1
60	91	0
61	94	0
62	91	0
63	304	2
64	313	2
65	108	0
66	316	2
67	104	0
68	112	0
69	308	2
70	216	1
71	108	0
72	108	0
73	102	0
74	99	0
75	105	0
76	100	0
77	106	0
78	100	0
79	98	0
80	209	1
81	108	0
82	188	0
83	232	1
84	210	1
85	99	0
86	207	1
87	237	1
88	132	0
89	209	0
90	108	0
91	104	0
92	169	0
93	98	0
94	184	1
95	263	2
96	90	0
97	180	1
98	95	0
99	172	1
100	202	1
101	135	0
102	87	0
103	102	0
104	100	0
105	94	0
106	97	0
107	88	0
108	85	0
109	181	1
110	186	1
111	90	0
112	93	0
113	88	0
114	98	0
115	86	0
116	273	2
117	92	0
118	88	0
119	88	0
120	100	0
121	90	0
122	94	0
123	97	0
124	94	0
125	96	0
126	102	0
127	101	0
128	88	0
129	189	1
130	86	0
131	184	1
132	98	0
133	99	0
134	188	1
135	182	1
136	92	0
137	188	1
138	93	0
139	264	2
140	183	1
141	231	1
142	203	1
143	99	0
144	104	0
145	111	0
146	104	0
147	108	0
148	106	0
149	97	0
150	111	0
151	99	0
152	207	1
153	106	0
154	116	0
155	103	0
156	111	0
157	212	1
158	212	1
159	104	0
160	103	0
161	100	0
162	117	0
163	103	0
164	117	0
165	105	0
166	99	0
167	113	0
168	96	0
169	107	0
170	195	1
171	106	0
172	126	0
173	110	0
174	204	1
175	109	0
176	101	0
177	320	2
178	108	0
179	103	0
180	248	1
181	107	0
182	107	0
183	317	2
184	104	0
185	99	0
186	123	0
187	210	0
188	104	0
189	91	0
190	103	0
