1	256.0	256.0	256.0	
2	256.0	256.0	256.0	
3	256.0	256.0	256.0	
4	256.0	256.0	256.0	
5	256.0	256.0	256.0	
6	256.0	256.0	256.0	
7	256.0	256.0	256.0	
8	256.0	256.0	256.0	
9	-608.0	256.0	256.0	
10	-1472.0	256.0	256.0	
11	-2432.0	256.0	256.0	
12	-3136.0	256.0	256.0	
13	-3808.0	256.0	256.0	
14	-4640.0	256.0	256.0	
15	-5408.0	256.0	256.0	
16	-6272.0	256.0	256.0	
17	-6752.0	-176.0	256.0	
18	-7104.0	-608.0	256.0	
19	-7360.0	-1088.0	256.0	
20	-7744.0	-1440.0	256.0	
21	-8672.0	-1776.0	256.0	
22	-9504.0	-2192.0	256.0	
23	-10368.0	-2576.0	256.0	
24	-11072.0	-3008.0	256.0	
25	-11776.0	-3248.0	256.0	
26	-12608.0	-3424.0	256.0	
27	-13376.0	-3552.0	256.0	
28	-13920.0	-3744.0	256.0	
29	-14016.0	-4208.0	256.0	
30	-14656.0	-4624.0	256.0	
31	-15488.0	-5056.0	256.0	
32	-16352.0	-5408.0	256.0	
33	-17184.0	-5760.0	40.0	
34	-17984.0	-6176.0	-176.0	
35	-18816.0	-6560.0	-416.0	
36	-19712.0	-6832.0	-592.0	
37	-20512.0	-6880.0	-760.0	
38	-21344.0	-7200.0	-968.0	
39	-22048.0	-7616.0	-1160.0	
40	-22848.0	-8048.0	-1376.0	
41	-23584.0	-8464.0	-1496.0	
42	-24000.0	-8864.0	-1584.0	
43	-24160.0	-9280.0	-1648.0	
44	-24864.0	-9728.0	-1744.0	
45	-25472.0	-10128.0	-1976.0	
46	-26144.0	-10544.0	-2184.0	
47	-26816.0	-10896.0	-2400.0	
48	-27584.0	-11296.0	-2576.0	
49	-28352.0	-11664.0	-2752.0	
50	-29152.0	-11872.0	-2960.0	
51	-29344.0	-11952.0	-3152.0	
52	-29856.0	-12304.0	-3288.0	
53	-30656.0	-12608.0	-3312.0	
54	-31488.0	-12944.0	-3472.0	
55	-32320.0	-13280.0	-3680.0	
56	-33248.0	-13664.0	-3896.0	
57	-34048.0	-14048.0	-4104.0	
58	-34880.0	-14448.0	-4304.0	
59	-35648.0	-14544.0	-4512.0	
60	-36512.0	-14800.0	-4736.0	
61	-37408.0	-15200.0	-4936.0	
62	-38240.0	-15616.0	-5144.0	
63	-38720.0	-16032.0	-5320.0	
64	-39168.0	-16496.0	-5520.0	
65	-39744.0	-16896.0	-5704.0	
66	-40608.0	-17312.0	-5808.0	
67	-41536.0	-17696.0	-5848.0	
68	-42400.0	-18128.0	-6024.0	
69	-43136.0	-18576.0	-6176.0	
70	-43936.0	-18992.0	-6344.0	
71	-44640.0	-19232.0	-6512.0	
72	-45536.0	-19456.0	-6704.0	
73	-46464.0	-19744.0	-6896.0	
74	-47328.0	-20176.0	-7096.0	
75	-48256.0	-20640.0	-7144.0	
76	-49120.0	-21072.0	-7272.0	
77	-50016.0	-21440.0	-7472.0	
78	-50848.0	-21840.0	-7680.0	
79	-51776.0	-22192.0	-7888.0	
80	-52640.0	-22640.0	-8120.0	
81	-53536.0	-23104.0	-8320.0	
82	-54464.0	-23552.0	-8536.0	
83	-55360.0	-24032.0	-8736.0	
84	-56064.0	-24480.0	-8960.0	
85	-56800.0	-24880.0	-9160.0	
86	-57664.0	-25296.0	-9368.0	
87	-58496.0	-25760.0	-9488.0	
88	-59328.0	-26192.0	-9600.0	
89	-59552.0	-26640.0	-9744.0	
90	-59488.0	-27072.0	-9952.0	
91	-59456.0	-27504.0	-10184.0	
92	-59424.0	-27840.0	-10400.0	
93	-59744.0	-28256.0	-10584.0	
94	-60448.0	-28688.0	-10784.0	
95	-61248.0	-29104.0	-10960.0	
96	-62080.0	-29520.0	-11184.0	
97	-62976.0	-29632.0	-11416.0	
98	-63776.0	-29600.0	-11624.0	
99	-64544.0	-29584.0	-11856.0	
100	-65376.0	-29568.0	-12072.0	
101	-66112.0	-29728.0	-12296.0	
102	-66912.0	-30080.0	-12504.0	
103	-67680.0	-30480.0	-12736.0	
104	-68416.0	-30896.0	-12952.0	
105	-68928.0	-31344.0	-13176.0	
106	-69376.0	-31760.0	-13400.0	
107	-70208.0	-32144.0	-13616.0	
108	-71104.0	-32560.0	-13784.0	
109	-72032.0	-32928.0	-13992.0	
110	-72896.0	-33328.0	-14208.0	
111	-73760.0	-33712.0	-14416.0	
112	-74656.0	-34080.0	-14624.0	
113	-75552.0	-34336.0	-14680.0	
114	-76448.0	-34560.0	-14672.0	
115	-77312.0	-34976.0	-14664.0	
116	-77984.0	-35408.0	-14648.0	
117	-78720.0	-35872.0	-14728.0	
118	-79392.0	-36304.0	-14904.0	
119	-80032.0	-36736.0	-15104.0	
120	-80800.0	-37184.0	-15312.0	
121	-81568.0	-37632.0	-15536.0	
122	-82272.0	-38080.0	-15744.0	
123	-82848.0	-38512.0	-15936.0	
124	-83744.0	-38864.0	-16144.0	
125	-84576.0	-39232.0	-16328.0	
126	-85408.0	-39568.0	-16528.0	
127	-86272.0	-39888.0	-16720.0	
128	-87200.0	-40272.0	-16904.0	
129	-87968.0	-40656.0	-17032.0	
130	-88832.0	-40992.0	-17136.0	
131	-89760.0	-41280.0	-17344.0	
132	-90560.0	-41712.0	-17560.0	
133	-91360.0	-42128.0	-17792.0	
134	-92256.0	-42544.0	-18008.0	
135	-93120.0	-42976.0	-18224.0	
136	-93856.0	-43440.0	-18448.0	
137	-94592.0	-43824.0	-18672.0	
138	-95360.0	-44272.0	-18896.0	
139	-96096.0	-44720.0	-19104.0	
140	-96896.0	-45136.0	-19280.0	
141	-97824.0	-45536.0	-19464.0	
142	-98688.0	-45984.0	-19632.0	
143	-99584.0	-46416.0	-19792.0	
144	-100480.0	-46784.0	-19984.0	
145	-101344.0	-47152.0	-20176.0	
146	-102176.0	-47536.0	-20352.0	
147	-102944.0	-47904.0	-20488.0	
148	-103840.0	-48304.0	-20712.0	
149	-104704.0	-48768.0	-20920.0	
150	-105600.0	-49200.0	-21128.0	
151	-106368.0	-49648.0	-21344.0	
152	-107232.0	-50096.0	-21576.0	
153	-108000.0	-50528.0	-21768.0	
154	-108800.0	-50944.0	-21992.0	
155	-109632.0	-51344.0	-22224.0	
156	-110464.0	-51792.0	-22432.0	
157	-111360.0	-52224.0	-22632.0	
158	-112160.0	-52672.0	-22856.0	
159	-113024.0	-53056.0	-23072.0	
160	-113792.0	-53488.0	-23256.0	
161	-114624.0	-53872.0	-23440.0	
162	-115360.0	-54272.0	-23632.0	
163	-116256.0	-54688.0	-23824.0	
164	-117152.0	-55104.0	-24024.0	
165	-118080.0	-55552.0	-24256.0	
166	-118944.0	-55952.0	-24472.0	
167	-119840.0	-56384.0	-24696.0	
168	-120736.0	-56768.0	-24920.0	
169	-121568.0	-57184.0	-25136.0	
170	-122496.0	-57552.0	-25344.0	
171	-123360.0	-58000.0	-25544.0	
172	-124192.0	-58448.0	-25768.0	
173	-124960.0	-58912.0	-25984.0	
174	-125856.0	-59344.0	-26208.0	
175	-126720.0	-59792.0	-26400.0	
176	-127520.0	-60240.0	-26616.0	
177	-128288.0	-60656.0	-26808.0	
178	-129056.0	-61104.0	-27000.0	
179	-129952.0	-61536.0	-27208.0	
180	-130816.0	-61952.0	-27416.0	
181	-131520.0	-62336.0	-27640.0	
182	-132384.0	-62784.0	-27840.0	
183	-133312.0	-63216.0	-28056.0	
184	-134176.0	-63616.0	-28248.0	
185	-135008.0	-64000.0	-28456.0	
186	-135776.0	-64400.0	-28640.0	
187	-136672.0	-64848.0	-28864.0	
188	-137536.0	-65280.0	-29088.0	
189	-138496.0	-65632.0	-29320.0	
190	-139392.0	-66064.0	-29536.0	
191	-140192.0	-66528.0	-29760.0	
192	-140992.0	-66960.0	-29984.0	
193	-141888.0	-67376.0	-30192.0	
194	-142752.0	-67760.0	-30424.0	
195	-143648.0	-68208.0	-30640.0	
196	-144544.0	-68640.0	-30848.0	
197	-145440.0	-69120.0	-31040.0	
198	-146304.0	-69568.0	-31264.0	
199	-147200.0	-69968.0	-31480.0	
200	-148064.0	-70368.0	-31680.0	
201	-148896.0	-70816.0	-31872.0	
202	-149792.0	-71248.0	-32072.0	
203	-150656.0	-71680.0	-32288.0	
204	-151520.0	-72128.0	-32504.0	
205	-152288.0	-72576.0	-32680.0	
206	-153088.0	-72992.0	-32888.0	
207	-153952.0	-73440.0	-33120.0	
208	-154784.0	-73872.0	-33336.0	
209	-155744.0	-74288.0	-33544.0	
210	-156576.0	-74736.0	-33736.0	
211	-157472.0	-75184.0	-33960.0	
212	-158336.0	-75616.0	-34176.0	
213	-159168.0	-76000.0	-34416.0	
214	-159968.0	-76416.0	-34640.0	
215	-160800.0	-76848.0	-34840.0	
216	-161568.0	-77264.0	-35040.0	
217	-162400.0	-77744.0	-35264.0	
218	-163264.0	-78160.0	-35480.0	
219	-164064.0	-78608.0	-35704.0	
220	-164960.0	-79040.0	-35928.0	
221	-165824.0	-79456.0	-36152.0	
222	-166624.0	-79856.0	-36368.0	
223	-167424.0	-80272.0	-36592.0	
224	-168320.0	-80656.0	-36808.0	
225	-169248.0	-81072.0	-37016.0	
226	-170112.0	-81504.0	-37240.0	
227	-170912.0	-81904.0	-37464.0	
228	-171712.0	-82352.0	-37680.0	
229	-172512.0	-82784.0	-37872.0	
230	-173344.0	-83184.0	-38080.0	
231	-174208.0	-83584.0	-38296.0	
232	-174976.0	-84032.0	-38504.0	
233	-175904.0	-84496.0	-38744.0	
234	-176768.0	-84928.0	-38952.0	
