0.033	31
0.083	49
0.115	32
0.147	31
0.177	30
0.228	50
0.26	32
0.292	32
0.338	46
0.369	31
0.405	36
0.436	31
0.467	31
0.498	31
0.529	31
0.561	31
0.592	31
0.629	37
0.661	32
0.703	42
0.736	33
0.767	31
0.799	32
0.832	33
0.863	31
0.894	31
0.926	32
0.957	31
1.007	50
1.04	33
1.071	31
1.102	31
1.14	38
1.174	34
1.205	31
1.236	31
1.283	47
1.317	34
1.348	30
1.378	30
1.41	31
1.458	48
1.49	32
1.522	32
1.553	31
1.602	49
1.634	32
1.666	31
1.697	31
1.751	54
1.787	36
1.817	30
1.851	34
1.903	52
1.936	33
1.97	33
2.001	31
2.033	32
2.064	31
2.094	30
2.125	30
2.155	30
2.187	32
2.222	35
2.255	33
2.288	33
2.319	31
2.35	31
2.382	32
2.412	30
2.443	31
2.474	31
2.507	33
2.538	31
2.572	34
2.604	32
2.635	31
2.666	31
2.697	31
2.728	31
2.759	31
2.791	31
2.845	54
2.877	32
2.911	34
2.943	31
2.997	54
3.029	32
3.06	31
3.091	31
3.122	31
3.154	32
3.238	84
3.299	61
3.331	32
3.362	31
3.402	40
3.457	54
3.499	42
3.53	31
3.56	30
3.599	38
3.635	36
3.722	87
3.762	40
3.802	39
3.852	50
3.892	40
3.932	40
3.974	42
4.012	38
4.052	40
4.092	40
4.132	40
4.172	40
4.212	40
4.259	47
4.292	33
4.332	40
4.372	40
4.416	44
4.452	36
4.492	40
4.532	40
4.572	40
4.612	40
4.652	40
4.691	39
4.755	64
4.788	33
4.91	122
4.963	53
5.022	59
5.081	58
5.122	41
5.171	49
5.202	31
5.241	39
5.274	32
5.305	31
5.338	33
5.37	31
5.423	53
5.453	30
5.484	31
5.516	32
5.547	31
5.58	33
5.613	33
5.644	31
5.675	30
5.706	31
5.777	71
5.808	31
5.839	31
5.886	47
5.92	34
5.952	32
5.994	42
6.054	60
6.087	32
6.119	32
6.166	47
6.211	45
6.244	33
6.275	31
6.306	31
6.338	32
6.369	31
6.403	34
6.465	62
6.518	53
6.549	31
6.583	33
6.624	41
6.676	52
6.707	31
6.739	31
6.772	33
6.827	55
6.859	32
6.89	31
6.922	32
6.958	36
7.001	43
7.042	41
7.078	36
7.133	55
7.166	33
7.197	31
7.229	31
7.26	31
7.298	38
7.373	75
7.404	31
7.441	37
7.474	33
7.505	31
7.536	31
7.568	32
7.604	36
7.635	31
7.675	40
7.706	31
7.737	31
7.768	30
7.801	32
7.831	30
7.863	31
7.895	32
7.931	36
7.962	31
8.014	52
8.116	102
8.187	71
8.224	37
8.299	75
8.343	44
8.419	76
8.519	100
8.564	45
8.651	87
8.732	81
8.764	32
8.807	43
8.863	56
8.912	49
8.968	56
9.009	41
9.042	33
9.116	74
9.258	142
9.291	33
9.346	55
9.393	47
9.425	32
9.455	30
9.487	32
9.55	63
9.948	398
10.112	164
10.469	357
10.528	59
10.56	32
10.591	31
10.622	31
10.659	37
10.708	49
10.895	187
11.212	317
11.491	279
11.566	75
11.622	56
11.667	45
11.717	50
11.75	33
11.786	36
11.819	33
11.874	55
11.906	32
11.937	30
11.968	30
12.005	37
12.036	31
12.067	31
12.098	31
12.129	31
12.164	35
12.202	38
12.233	31
12.265	32
12.296	31
12.33	34
12.362	32
12.392	30
12.424	32
12.455	31
12.499	44
12.532	33
12.563	31
12.595	31
12.626	31
12.658	32
12.693	35
12.724	31
12.755	31
12.814	59
12.847	33
12.879	32
12.911	32
12.964	53
12.995	31
13.034	39
13.066	31
13.12	54
13.152	32
13.184	31
13.223	39
13.275	52
13.308	32
13.34	32
13.371	31
13.402	31
13.443	41
13.474	31
13.505	31
13.537	32
13.583	46
13.615	32
13.647	32
13.678	31
13.724	46
13.757	33
13.789	32
13.82	31
13.873	52
13.905	32
13.937	32
13.97	33
14.025	55
14.058	33
14.09	32
14.121	31
14.174	53
14.206	32
14.237	31
14.269	32
14.323	54
14.355	32
14.413	58
14.451	38
14.493	42
14.525	32
14.557	32
14.589	32
14.627	38
14.66	33
14.691	31
14.722	31
14.776	54
14.806	30
14.837	31
14.868	31
14.905	37
14.936	31
14.967	31
14.998	31
15.029	31
15.081	51
15.113	32
15.144	31
15.178	34
15.231	53
15.263	32
15.294	31
15.326	31
15.384	58
15.416	32
15.449	33
15.488	38
15.592	104
15.702	110
15.734	32
15.765	31
15.797	32
15.828	31
15.86	32
15.891	31
15.923	32
15.954	31
16.003	49
16.055	52
16.089	34
16.121	31
16.153	32
16.197	44
16.228	31
16.26	32
16.292	32
16.327	35
16.401	74
16.433	32
16.465	32
16.498	33
16.533	35
16.566	32
16.602	36
16.677	75
16.812	135
16.844	32
16.875	31
16.912	36
16.983	71
17.014	31
17.045	31
17.077	32
17.113	36
17.162	48
17.199	37
17.231	32
17.27	39
17.319	49
17.351	32
17.382	31
17.42	37
17.475	54
17.506	31
17.537	31
17.569	32
17.627	58
17.661	34
17.693	31
17.729	36
17.782	52
17.814	32
17.846	32
17.878	32
17.933	55
17.966	33
17.998	32
18.035	37
18.09	55
18.125	35
18.156	31
18.192	36
18.241	49
18.274	33
18.318	44
18.349	31
18.391	42
18.425	34
18.495	70
18.543	48
18.575	32
18.606	31
18.637	31
18.67	33
18.7	30
18.734	34
18.767	33
18.806	39
18.855	48
18.897	42
18.938	41
18.976	38
19.018	41
19.073	54
19.137	64
19.206	69
19.247	41
19.286	39
19.327	40
19.367	40
19.406	39
19.451	45
19.49	39
19.546	56
19.586	39
19.645	59
19.688	43
19.744	56
19.875	131
19.952	77
20.144	192
20.66	516
20.817	157
20.866	49
21.056	190
21.09	34
21.125	35
21.224	99
21.434	210
21.476	42
21.508	32
21.538	30
21.569	31
21.601	32
21.633	32
21.665	32
21.698	33
21.735	37
21.786	50
21.821	35
21.854	33
21.886	32
21.928	42
21.962	34
21.992	30
22.026	34
22.061	35
22.093	32
22.123	30
22.156	33
22.19	34
22.222	31
22.253	31
22.285	32
22.318	33
22.349	31
22.401	52
22.439	38
22.47	31
22.502	32
22.555	53
22.59	35
22.625	35
22.656	30
22.708	52
22.743	35
22.775	32
22.806	31
22.859	53
22.893	34
22.925	32
22.956	31
23.016	60
23.053	37
23.084	31
23.116	31
23.167	51
23.199	32
23.231	32
23.262	31
23.295	33
23.326	31
23.36	34
23.391	31
23.423	32
23.463	39
23.494	31
23.526	32
23.561	35
23.592	31
23.629	37
23.671	42
23.703	32
23.734	31
23.785	51
23.818	33
23.854	36
23.885	31
23.938	53
23.971	33
24.004	33
24.034	30
24.065	30
24.098	33
24.132	34
24.164	32
24.196	32
24.247	51
24.282	35
24.326	44
24.358	31
24.4	42
24.44	40
24.471	31
24.503	32
24.551	48
24.586	34
24.62	34
24.651	31
24.704	53
24.746	42
24.791	44
24.837	46
24.881	44
24.916	35
24.956	39
24.998	41
25.037	38
25.076	39
25.117	41
25.156	39
25.201	44
25.236	35
25.276	40
25.317	40
25.356	39
25.397	41
25.437	40
25.477	40
25.516	39
25.557	40
25.596	39
25.657	60
25.697	40
25.737	39
25.768	31
25.8	32
25.832	32
25.863	31
25.895	31
25.927	32
25.959	32
25.99	31
26.023	33
26.054	31
26.086	32
26.125	38
26.156	31
26.188	32
26.229	41
26.275	46
26.313	38
26.344	31
26.375	31
26.43	55
26.464	34
26.497	33
26.535	38
26.585	50
26.618	33
26.65	32
26.703	53
26.736	32
26.774	38
26.805	31
26.841	36
26.882	41
26.913	31
26.945	32
26.975	30
27.028	53
27.061	33
27.092	31
27.124	32
27.178	54
27.21	32
27.242	32
27.273	31
27.305	32
27.336	31
27.367	31
27.398	31
27.43	31
27.482	52
27.529	47
27.561	32
27.592	31
27.63	38
27.663	33
27.694	31
27.728	34
27.76	31
27.791	31
27.822	31
27.853	31
27.885	32
27.916	31
27.95	33
27.981	31
28.013	32
28.044	31
28.091	47
28.123	32
28.162	39
28.196	34
28.231	35
28.263	31
28.295	31
28.326	31
28.362	36
28.394	32
28.426	31
28.463	37
28.496	33
28.527	31
28.558	31
28.589	31
28.628	38
28.659	31
28.691	32
28.724	33
28.882	158
28.915	33
28.946	31
28.978	32
29.058	80
29.092	34
29.127	35
29.159	32
29.194	35
29.225	31
29.256	31
29.287	31
29.319	32
29.399	80
29.442	43
29.473	31
29.505	32
29.544	39
29.576	32
29.608	32
29.64	32
29.671	31
29.71	39
29.742	32
29.774	32
29.808	34
29.843	35
29.874	31
29.909	35
29.943	34
29.974	31
30.005	30
30.048	42
30.083	35
30.116	33
30.157	41
30.191	34
30.264	73
30.308	44
30.341	33
30.372	31
30.408	36
30.462	54
30.571	109
30.639	68
30.694	54
30.748	54
30.792	44
30.825	33
30.856	31
30.887	31
30.921	34
30.952	31
30.984	32
31.016	32
31.053	35
31.094	41
31.126	32
31.157	31
31.188	31
31.246	58
31.278	32
31.36	82
31.391	31
31.424	33
31.46	36
31.492	32
31.536	44
31.567	31
31.599	32
31.63	31
31.662	32
31.709	47
31.744	35
31.777	33
31.815	38
31.847	31
31.887	40
31.918	31
31.95	32
32.024	74
32.056	31
32.088	31
32.121	33
32.255	134
32.286	31
32.324	38
32.356	32
32.407	51
32.439	32
32.473	34
32.504	31
32.558	54
32.592	34
32.634	42
32.666	32
32.708	42
32.739	31
32.781	42
32.818	37
32.857	39
32.893	35
32.937	44
32.974	37
33.011	37
33.048	36
33.078	30
33.111	32
33.166	55
33.202	36
33.281	79
33.435	154
33.482	47
33.516	34
33.555	39
33.604	49
33.666	62
33.848	182
34.055	206
34.336	281
34.636	300
34.849	213
34.9	51
34.969	69
35.019	50
35.049	30
35.083	34
35.115	32
35.15	35
35.221	71
35.254	32
35.305	51
35.342	37
35.378	36
35.409	31
35.454	45
35.504	50
35.546	42
35.581	35
35.614	33
35.65	36
35.682	32
35.718	36
35.788	70
35.878	90
35.922	44
35.973	51
36.068	95
36.173	105
36.206	33
36.25	43
36.287	37
36.332	45
36.367	35
36.407	40
36.488	81
36.527	39
36.567	40
36.607	40
36.647	39
36.687	40
36.731	43
36.776	45
36.817	41
36.861	44
36.897	36
36.937	39
37.013	76
37.067	54
37.109	42
37.167	58
37.207	40
37.248	41
37.287	39
37.338	51
37.378	40
37.42	42
37.457	37
37.501	43
37.54	39
37.61	70
37.647	37
37.686	39
37.732	46
37.769	36
37.818	49
37.861	43
37.899	38
37.935	36
38.064	129
38.11	46
38.162	52
38.197	35
38.23	33
38.315	85
38.348	33
38.434	86
38.472	38
38.508	36
38.541	33
38.572	31
38.606	34
38.654	48
38.691	37
38.741	50
38.774	33
38.827	53
38.862	35
38.893	31
38.925	32
38.981	56
39.014	32
39.048	34
39.079	31
39.116	36
39.147	31
39.18	33
39.214	34
39.249	34
39.31	61
39.344	34
39.382	38
39.414	32
39.455	41
39.493	38
39.526	33
39.559	33
39.61	51
39.657	47
39.701	44
39.733	32
39.806	73
39.853	47
39.89	37
39.921	31
39.969	48
40.015	46
40.049	34
40.083	34
40.126	43
40.16	34
40.192	31
40.224	32
40.274	50
40.312	38
40.343	31
40.374	31
40.427	53
40.466	39
40.498	32
40.529	31
40.591	62
40.663	72
40.742	79
40.775	33
40.81	35
40.841	31
40.882	41
40.919	37
40.955	36
40.986	31
41.016	30
41.076	60
41.109	33
41.141	32
41.178	37
41.238	60
41.27	32
41.301	31
41.333	32
41.379	46
41.425	46
41.456	31
41.488	32
41.52	32
41.553	33
41.592	39
41.623	31
41.655	32
41.69	34
41.722	32
41.754	31
41.793	39
41.825	32
41.858	33
41.904	46
41.942	37
42.031	89
42.152	121
42.424	271
42.698	274
42.864	166
42.95	86
42.982	31
43.023	41
43.065	34
43.199	134
43.47	271
43.524	54
43.555	31
43.599	44
43.633	34
43.666	33
43.697	31
43.751	53
43.798	47
43.83	32
43.862	32
43.905	43
43.943	37
43.974	31
44.014	40
44.059	45
44.097	38
44.132	35
44.165	33
44.212	47
44.251	38
44.283	31
44.315	32
44.364	49
44.396	32
44.428	32
44.459	31
44.513	54
44.547	34
44.579	32
44.609	30
44.663	54
44.694	31
44.725	31
44.757	32
44.803	46
44.889	86
44.92	31
44.951	31
44.982	31
45.013	31
45.045	32
45.076	31
45.111	35
45.141	30
45.172	31
45.203	31
45.234	31
45.287	53
45.318	31
45.349	30
45.38	31
45.411	31
45.443	32
45.476	33
45.514	38
45.546	32
45.578	32
45.611	33
45.642	31
45.673	31
45.705	32
45.85	145
45.885	35
45.92	35
45.951	31
45.981	30
46.012	31
46.06	48
46.093	33
46.125	32
46.156	31
46.213	57
46.249	36
46.281	31
46.312	31
46.342	30
46.374	31
46.405	31
46.437	32
46.471	34
46.518	47
46.551	33
46.586	35
46.618	32
46.67	52
46.711	41
46.742	31
46.774	32
46.827	53
46.858	30
46.894	35
46.925	31
46.977	52
47.01	33
47.042	32
47.072	30
47.106	34
47.138	32
47.169	31
47.202	33
47.233	31
47.265	32
47.296	31
47.326	30
47.363	37
47.395	31
47.447	52
47.478	31
47.51	32
47.54	30
47.572	32
47.603	31
47.634	31
47.664	30
47.695	31
47.732	37
47.768	36
47.801	33
47.834	33
47.865	31
47.911	46
47.943	32
47.979	35
48.026	47
48.062	36
48.094	32
48.125	31
48.156	31
48.187	31
48.219	32
48.25	31
48.282	32
48.313	31
48.364	51
48.395	31
48.429	34
48.461	32
48.514	53
48.546	32
48.578	32
48.609	31
48.643	34
48.674	31
48.705	31
48.737	32
48.768	31
48.799	31
48.855	56
48.905	50
49.042	137
49.089	46
49.12	31
49.151	31
49.226	74
49.257	30
49.288	30
49.32	32
49.352	32
49.393	41
49.426	33
49.515	89
49.546	31
49.578	31
49.61	32
49.641	31
49.674	33
49.706	32
49.738	32
49.77	32
49.801	31
49.833	32
49.864	31
49.895	31
49.926	31
49.956	30
49.988	32
50.019	31
50.05	31
50.09	40
50.122	32
50.164	42
50.199	35
50.23	31
50.261	31
50.314	53
50.346	32
50.378	32
50.409	31
50.44	31
50.471	31
50.502	31
50.533	31
50.609	76
50.641	32
50.671	30
50.703	32
50.742	39
50.779	36
50.813	34
50.844	31
50.97	126
51.001	31
51.032	31
51.112	79
51.145	33
51.176	31
51.21	34
51.243	33
51.281	38
51.315	34
51.347	32
51.379	32
51.424	45
51.456	32
51.488	32
51.52	32
51.552	32
51.619	67
51.651	32
51.683	32
51.714	30
51.746	32
51.777	31
51.809	32
51.843	34
51.874	31
51.906	32
51.942	36
51.974	32
52.006	32
52.045	39
52.077	32
52.109	31
52.14	30
52.171	31
52.202	31
52.234	31
52.267	33
52.299	32
52.351	52
52.384	33
52.415	31
52.446	31
52.506	60
52.539	33
52.57	31
52.602	32
52.632	30
52.664	31
52.696	32
52.727	31
52.759	32
52.813	54
52.847	34
52.878	31
52.909	31
52.942	33
52.973	31
53.004	31
53.036	32
53.068	32
53.123	55
53.158	35
53.189	30
53.221	31
53.253	32
53.284	31
53.315	31
53.346	31
53.377	31
53.428	50
53.461	32
53.492	31
53.523	31
53.578	54
53.612	33
53.724	112
53.765	41
53.8	35
53.832	31
53.863	31
53.902	39
53.935	33
53.966	31
53.997	31
54.029	32
54.062	33
54.094	32
54.125	31
54.155	30
54.187	31
54.219	32
54.25	31
54.281	31
54.327	45
54.358	31
54.394	36
54.501	107
54.711	210
54.763	52
54.85	87
55.234	384
55.44	198
55.471	31
55.511	39
55.543	32
55.591	48
55.623	32
55.657	33
55.688	31
55.732	44
55.779	47
55.81	31
55.841	31
55.887	46
55.937	50
56.058	121
56.319	261
56.419	100
56.453	34
56.488	35
56.52	32
56.553	33
56.585	32
56.616	31
56.647	31
56.685	38
56.717	32
56.749	32
56.78	31
56.811	31
56.882	71
56.913	31
56.951	38
56.982	31
57.013	31
57.061	48
57.094	33
57.138	44
57.17	32
57.205	35
57.237	31
57.268	30
57.299	31
57.33	30
57.362	32
57.393	31
57.424	31
57.455	31
57.487	31
57.522	35
57.554	31
57.627	73
57.662	35
57.698	36
57.729	30
57.762	33
57.813	51
57.845	32
57.876	31
57.911	35
57.943	32
57.976	33
58.009	33
58.041	32
58.074	33
58.109	35
58.139	30
58.171	31
58.202	30
58.244	42
58.276	32
58.309	33
58.34	31
58.372	32
58.404	32
58.44	36
58.473	33
58.504	31
58.536	32
58.568	32
58.599	31
58.631	32
58.662	31
58.693	31
58.724	31
58.791	66
58.822	31
58.854	32
58.885	31
58.93	45
58.962	32
58.995	33
59.027	32
59.06	33
59.095	35
59.129	34
59.162	33
59.21	48
59.242	32
59.273	31
59.304	31
59.335	31
59.367	32
59.405	37
59.436	31
59.469	33
59.511	42
59.545	34
59.577	32
59.61	33
59.664	54
59.696	32
59.727	31
59.759	32
