1	100	0
2	93	0
3	96	0
4	104	0
5	187	1
6	89	0
7	101	0
8	88	0
9	99	0
10	91	0
11	179	1
12	88	0
13	91	0
14	192	1
15	285	2
16	90	0
17	105	0
18	93	0
19	94	0
20	100	0
21	307	2
22	92	0
23	193	1
24	98	0
25	92	0
26	96	0
27	95	0
28	193	1
29	189	1
30	101	0
31	189	1
32	93	0
33	91	0
34	94	0
35	92	0
36	193	1
37	188	1
38	96	0
39	94	0
40	93	0
41	94	0
42	97	0
43	93	0
44	106	0
45	98	0
46	102	0
47	99	0
48	191	1
49	87	0
50	91	0
51	95	0
52	92	0
53	93	0
54	96	0
55	87	0
56	107	0
57	105	0
58	107	0
59	93	0
60	100	0
61	155	0
62	157	0
63	190	1
64	89	0
65	91	0
66	93	0
67	95	0
68	92	0
69	218	1
70	85	0
71	97	0
72	90	0
73	86	0
74	92	0
75	86	0
76	98	0
77	89	0
78	87	0
79	114	0
80	92	0
81	93	0
82	95	0
83	97	0
84	103	0
85	92	0
86	92	0
87	90	0
88	91	0
89	96	0
90	92	0
91	92	0
92	88	0
93	89	0
94	95	0
95	89	0
96	99	0
97	179	1
98	95	0
99	93	0
100	104	0
101	107	0
102	97	0
103	104	0
104	96	0
105	209	1
106	103	0
107	204	1
108	190	1
109	90	0
110	115	0
111	119	0
112	136	0
113	117	0
114	128	0
115	123	0
116	464	3
117	248	1
118	126	0
119	124	0
120	257	1
121	118	0
122	124	0
123	117	0
124	243	1
125	122	0
126	127	0
127	117	0
128	116	0
129	133	0
130	116	0
131	114	0
132	224	1
133	119	0
134	368	2
135	117	0
136	125	0
137	117	0
138	128	0
139	122	0
140	123	0
141	127	0
142	117	0
143	124	0
144	233	1
145	118	0
146	232	1
147	335	2
148	108	0
149	116	0
150	234	1
151	346	2
152	110	0
153	106	0
154	120	0
155	261	1
156	111	0
157	109	0
158	120	0
159	110	0
160	123	0
161	111	0
162	113	0
163	118	0
164	114	0
165	119	0
166	383	2
167	114	0
168	115	0
169	113	0
170	109	0
171	236	1
172	113	0
173	102	0
