1	283	246
2	70	41
3	70	41
4	68	41
5	75	41
6	77	41
7	74	41
8	76	41
9	71	41
10	70	41
11	74	41
12	70	41
13	72	41
14	72	41
15	70	41
16	70	41
17	72	41
18	70	41
19	68	41
20	71	41
21	71	41
22	69	41
23	69	41
24	72	41
25	75	41
26	71	41
27	80	41
28	72	41
29	71	41
30	69	41
31	81	41
32	74	41
33	76	41
34	74	41
35	80	41
36	76	41
37	82	41
38	75	41
39	83	41
40	90	41
41	79	41
42	79	41
43	77	41
44	77	41
45	77	41
46	80	41
47	77	41
48	77	41
49	78	41
50	76	41
51	75	41
52	71	41
53	75	41
54	78	41
55	81	41
56	78	41
57	82	41
58	78	41
59	81	41
60	84	41
61	80	41
62	81	41
63	80	41
64	79	41
65	81	41
66	79	41
67	79	41
68	84	41
69	82	41
70	81	41
71	94	41
72	90	41
73	89	41
74	86	41
75	81	41
76	87	41
77	79	41
78	85	41
79	91	41
80	142	41
81	82	41
82	76	41
83	73	41
84	75	41
85	71	41
86	73	41
87	75	41
88	75	41
89	73	41
90	75	41
91	79	41
92	79	41
93	78	41
94	80	41
95	79	41
96	73	41
97	73	41
98	73	41
99	76	41
100	78	41
101	93	41
102	81	41
103	81	41
104	78	41
105	82	41
106	84	41
107	82	41
108	80	41
109	81	41
110	83	41
111	90	41
112	84	41
113	89	41
114	83	41
115	84	41
116	82	41
117	95	41
118	87	41
119	79	41
120	79	41
121	82	41
122	77	41
123	78	41
124	81	41
125	86	41
126	95	41
127	78	41
128	80	41
129	79	41
130	77	41
131	82	41
132	80	41
133	108	41
134	82	41
135	80	41
136	79	41
137	75	41
138	103	41
139	89	41
140	82	41
141	84	41
142	82	41
143	77	41
144	79	41
145	78	41
146	79	41
147	80	41
148	80	41
149	88	41
150	78	41
151	80	41
152	80	41
153	80	41
154	89	41
155	88	41
156	97	41
157	77	41
158	81	41
159	81	41
160	80	41
161	93	41
162	109	41
163	77	41
164	79	41
165	84	41
166	86	41
167	78	41
168	86	41
169	82	41
170	85	41
171	82	41
172	80	41
173	85	41
174	82	41
175	77	41
176	82	41
177	93	41
178	83	41
179	79	41
180	82	41
181	113	41
182	82	41
183	82	41
184	80	41
185	85	41
186	82	41
187	94	41
188	85	41
189	80	41
190	79	41
191	83	41
192	80	41
193	87	41
194	82	41
195	96	41
196	97	41
197	94	41
198	572	41
199	82	41
200	84	41
201	90	41
202	91	41
203	91	41
204	87	41
205	139	41
206	135	41
207	83	41
208	97	41
209	95	41
210	227	41
211	610	41
212	724	41
213	266	41
214	168	41
215	86	41
216	100	41
217	83	41
218	79	41
219	79	41
220	81	41
221	81	41
222	84	41
223	77	41
224	83	41
225	78	41
226	78	41
227	79	41
228	79	41
229	83	41
230	80	41
231	86	41
232	85	41
233	79	41
234	86	41
235	108	41
236	94	41
237	84	41
238	93	41
239	185	41
240	436	41
241	364	41
242	367	41
243	399	41
244	179	41
245	326	41
246	589	41
247	613	41
248	809	41
249	357	41
250	555	41
251	574	41
252	175	41
253	315	41
254	70	41
255	126	41
256	69	41
257	79	41
258	70	41
259	70	41
260	69	41
261	72	41
262	76	41
263	72	41
264	138	41
265	211	41
266	469	41
267	117	41
268	74	41
269	68	41
270	295	41
271	344	41
272	159	41
273	78	41
274	174	41
275	359	41
276	633	41
277	329	41
278	386	41
279	349	41
280	559	41
281	345	41
282	419	41
283	495	41
284	919	41
285	1329	41
286	1524	41
287	1952	41
288	1728	41
289	911	41
290	86	41
291	70	41
292	134	41
293	113	41
294	253	41
295	330	41
296	514	41
297	511	41
298	505	41
299	1038	41
300	1929	41
301	61	41
302	63	41
303	63	41
304	64	41
305	69	41
306	67	41
307	63	41
308	100	41
309	67	41
310	73	41
311	133	41
312	75	41
313	120	41
314	65	41
315	76	41
316	71	41
317	63	41
318	67	41
319	90	41
320	63	41
321	64	41
322	61	41
323	60	41
324	65	41
325	72	41
326	68	41
327	66	41
328	77	41
329	116	41
330	67	41
331	66	41
332	63	41
333	66	41
334	65	41
335	67	41
336	121	41
337	67	41
338	65	41
339	65	41
340	113	41
341	99	41
342	61	41
343	65	41
344	83	41
345	75	41
346	73	41
347	64	41
348	67	41
349	63	41
350	69	41
351	63	41
352	62	41
353	64	41
354	64	41
355	65	41
356	64	41
357	64	41
358	64	41
359	63	41
360	62	41
361	66	41
362	68	41
363	89	41
364	156	41
365	73	41
366	66	41
367	64	41
368	65	41
369	74	41
370	63	41
371	64	41
372	62	41
373	63	41
374	61	41
375	63	41
376	79	41
377	63	41
378	66	41
379	86	41
380	61	41
381	61	41
382	97	41
383	62	41
384	74	41
385	75	41
386	77	41
387	76	41
388	76	41
389	78	41
390	79	41
391	81	41
392	84	41
393	81	41
394	93	41
395	81	41
396	76	41
397	77	41
398	92	41
399	81	41
400	77	41
401	83	41
402	79	41
403	79	41
404	75	41
405	86	41
406	82	41
407	81	41
408	81	41
409	81	41
410	84	41
411	76	41
412	77	41
413	79	41
414	81	41
415	64	41
416	113	41
417	63	41
418	63	41
419	64	41
420	61	41
421	79	41
422	69	41
423	78	41
424	84	41
425	100	41
426	100	41
427	76	41
428	69	41
429	64	41
430	69	41
431	61	41
432	64	41
433	68	41
434	64	41
435	61	41
436	62	41
437	60	41
438	60	41
439	62	41
440	63	41
441	65	41
442	63	41
443	67	41
444	65	41
445	63	41
446	64	41
447	64	41
448	67	41
449	65	41
450	63	41
451	62	41
452	65	41
453	152	41
454	76	41
455	94	41
456	129	41
457	157	41
458	61	41
459	62	41
460	63	41
461	64	41
462	62	41
463	67	41
464	63	41
465	63	41
466	63	41
467	69	41
468	65	41
469	74	41
470	68	41
471	66	41
472	66	41
473	68	41
474	67	41
475	66	41
476	60	41
477	62	41
478	62	41
479	60	41
480	65	41
481	66	41
482	68	41
483	68	41
484	66	41
485	64	41
486	66	41
487	71	41
488	67	41
489	68	41
490	64	41
491	65	41
492	62	41
493	65	41
494	63	41
495	63	41
496	63	41
497	64	41
498	67	41
499	65	41
500	66	41
501	79	41
502	71	41
503	73	41
504	72	41
505	74	41
506	73	41
507	71	41
508	71	41
509	75	41
510	74	41
511	77	41
512	74	41
513	75	41
514	73	41
515	73	41
516	79	41
517	71	41
518	86	41
519	336	41
520	398	41
521	79	41
522	143	41
523	181	41
524	290	41
525	113	41
526	172	41
527	555	41
528	424	41
529	379	41
530	99	41
531	135	41
532	68	41
533	118	41
534	95	41
535	232	41
536	446	41
