-38	2475
13	1956
3	1713
36	1356
-46	1176
21	761
18	556
28	1008
5	2386
3	1910
-85	1602
56	1450
-23	1879
2	1488
18	1045
-36	872
29	1164
-5	863
-1	758
0	669
14	1192
8	949
-22	797
-6	641
16	1731
-29	1829
-3	2128
23	2157
36	1868
-56	1957
-15	1668
42	1896
-10	1487
-19	1341
13	950
9	625
-5	602
3	407
-19	499
25	663
-9	725
40	2989
-88	2220
113	2587
-94	1955
-6	2148
12	2243
-10	2265
24	1891
24	2096
-58	2337
85	1939
-15	1731
-80	3238
41	2150
44	2058
-61	1617
103	2125
-91	2100
-25	1994
56	2098
34	1939
-10	1976
-37	1809
35	1060
-15	1089
-46	2430
32	1826
-7	1812
32	1043
-53	1113
40	986
4	854
-32	796
-12	2284
98	2236
-93	1508
31	1622
25	1832
-32	1813
56	1874
-34	2386
-24	2434
52	2439
-69	2001
46	1974
-28	1788
-16	1860
40	1404
7	984
-64	857
60	2363
31	1440
-83	1058
37	720
14	1205
20	1015
-37	1051
0	825
25	2380
-37	1733
4	1405
-5	1340
-37	1173
58	1193
-30	867
18	867
2	2293
-21	2887
73	2297
-63	1952
35	2099
17	2034
-108	1941
73	1794
-57	1905
18	1530
39	972
12	877
1	1302
18	2410
-7	2026
-12	2053
-10	2322
53	2554
-81	1841
63	1199
-70	871
46	903
-16	958
-15	828
23	588
-72	2199
44	1863
60	1890
-3	1606
-63	1507
30	1731
10	771
1	516
-13	1468
21	2090
-12	1865
-12	1845
31	1553
-31	1603
7	1780
60	2067
-42	1932
-12	2210
-11	1877
7	1579
8	1342
-40	2055
4	1794
-14	1343
0	1260
34	2206
11	1844
-72	1579
58	1420
1	1248
10	1242
18	1133
-40	921
24	2329
-16	2169
-35	1357
22	1161
-7	985
-13	912
7	808
11	516
-6	973
24	2471
-33	2358
-4	2753
-11	1815
54	2145
-40	3338
-22	3963
43	3349
13	3180
-30	3387
15	3384
-48	3433
-37	3143
79	2190
20	1870
-5	2201
9	2443
-70	1920
83	1774
-96	1514
6	1423
57	1183
5	1321
-32	1361
-9	2116
80	2399
-12	2177
-18	1689
7	655
-10	954
-23	854
9	637
-16	750
-21	2277
18	2004
71	1923
-63	1473
5	2020
-49	1995
28	2039
-15	2096
56	2321
-34	1598
-7	992
22	886
10	2190
32	2112
-60	1670
-14	1354
9	2338
79	2507
-70	1866
-11	1662
9	1794
32	1916
-21	1934
32	2038
-48	2178
33	2600
-53	2085
70	1866
-65	1588
10	1235
4	907
0	948
10	1654
-65	2400
89	1930
-10	1778
-22	1722
15	1692
-1	1741
3	2024
20	1794
-21	1904
-32	2019
-31	2047
77	2359
8	2226
-35	2413
42	1987
-10	978
27	997
-77	1977
25	1948
8	1625
29	1333
-23	1570
-4	1771
4	1825
-32	1137
56	1778
-35	1404
31	1501
-30	1373
-18	1470
20	1445
5	907
7	623
45	1773
-40	2707
-30	2381
-6	1918
18	1788
34	1827
10	1908
-69	1985
50	2004
-22	1969
-15	1814
25	2022
-16	2128
-20	2161
-5	2012
35	1600
11	1436
-43	2153
75	1615
-7	1440
-48	1548
5	1189
11	1097
-15	1138
20	1014
-65	1807
94	1327
-12	1177
0	994
-9	781
-12	680
-15	648
14	525
-67	1441
75	2057
-54	2382
-15	1944
46	1557
-20	2122
29	1579
20	1487
-79	2133
52	2175
3	1328
22	1248
17	1758
4	2638
-88	2253
18	1996
38	1424
-18	2250
13	2298
-30	2144
0	1855
33	1849
9	1983
23	1862
-25	952
41	1697
-71	1639
38	1427
-19	1367
6	974
0	945
-16	1119
-4	893
52	1569
-118	2402
42	1876
18	1796
56	1805
-62	1610
78	1615
-97	1889
53	2055
-7	2652
22	2206
-42	1565
22	1437
-5	2120
-27	1446
8	1075
9	620
71	1641
-40	1512
-34	1204
51	834
-40	894
0	949
19	769
-46	733
29	1800
29	2220
-12	1624
10	1257
-39	912
-2	904
20	1109
-40	825
17	761
-17	2866
91	2367
-96	2045
11	2099
-20	2024
-2	1900
35	1889
-30	1958
29	1602
-42	1376
21	931
-8	855
23	1866
10	2160
12	1897
-11	2153
-27	2330
-49	2205
97	1773
-42	1527
-15	824
14	798
-1	641
16	737
6	1111
-52	2554
16	1807
34	1291
0	1339
-20	1898
29	855
3	617
3	605
19	2189
-95	1866
128	1850
-101	2053
20	1834
40	1926
16	1859
-74	1872
42	2008
-46	1847
32	1454
-8	1051
-13	1763
23	2117
-36	1428
9	1184
-30	1509
19	2117
20	1442
24	1087
-6	1327
-5	1438
12	1462
-17	1377
11	1352
25	2869
-54	1784
9	1514
7	997
-10	890
31	807
-33	706
15	468
63	2451
2	2775
-107	2851
99	1962
-43	1973
45	1868
-17	2238
17	2193
-24	2008
-8	1944
-43	1443
7	1026
7	1894
42	2151
-15	1144
5	817
-6	1341
-48	3136
96	2491
-113	1658
53	1626
-1	1352
-22	1284
-6	1234
28	1185
0	2396
-59	1978
37	1580
33	1475
36	1589
-116	2468
48	1336
7	765
19	1963
-47	2670
70	2751
-106	2124
23	1552
-9	1517
13	1046
14	629
27	1109
-19	1516
4	1876
24	1894
5	1254
-43	2948
38	1579
-1	960
-31	1134
-3	2461
-53	1953
104	2000
-41	1837
40	1934
18	2099
-20	2200
-5	927
-23	2069
58	1764
-3	1733
14	1174
-17	1171
-45	1195
12	917
5	834
6	1430
-88	2236
26	2060
39	1681
23	1638
-47	1817
88	1825
-103	1678
96	1846
-80	1943
96	2045
-118	2190
48	2014
13	2368
-11	1630
8	1232
9	584
-31	2256
37	1859
-78	1829
74	2231
-11	1971
-6	2080
42	2043
-68	1980
46	2161
4	1997
11	1619
-34	1349
41	1261
-3	1230
-12	999
-25	773
-44	729
67	2362
29	1655
-96	1815
41	1848
-6	1640
28	1712
-93	1563
32	1645
10	1659
6	1664
-18	1301
-1	1382
14	2281
29	1841
-62	1267
33	886
52	1965
-62	1973
62	1248
-89	1045
56	1052
4	1084
-48	1101
41	977
7	1682
-29	2047
-24	1500
71	1055
-31	825
46	936
-77	947
20	790
0	891
2	2530
-69	2446
109	2222
-85	1859
-19	1616
51	1558
48	1082
-3	1029
-41	1450
-36	2707
74	2310
11	2108
-79	2134
34	1539
26	1277
-32	888
32	1550
23	1785
-77	1981
68	1815
-22	1697
17	2147
-24	1586
33	869
-34	590
-4	2309
93	2016
-108	1715
