0.0	0.0	12.0	16.862745098039216	0.0	0.0	10.0	
0.57	5.0	12.0	16.862745098039216	0.0	0.0	10.0	
1.216	6.0	12.0	16.862745098039216	0.0	0.0	10.0	
1.852	8.0	12.0	16.470588235294116	0.0	0.0	10.0	
2.485	10.0	12.0	29.41176470588235	0.0	255.0	11.0	
3.124	12.0	12.0	17.254901960784313	0.0	0.0	10.0	
3.761	13.0	12.0	17.254901960784313	0.0	0.0	10.0	
4.401	14.0	12.0	17.254901960784313	0.0	0.0	11.0	
5.042	15.0	12.0	17.254901960784313	0.0	0.0	10.0	
5.676	17.0	12.0	17.647058823529413	0.0	0.0	10.0	
6.312	18.0	11.0	15.686274509803921	1305.0	0.0	10.0	
6.955	19.0	11.0	15.686274509803921	1132.0	0.0	10.0	
7.592	20.0	11.0	15.686274509803921	1112.0	0.0	10.0	
8.231	22.0	12.0	16.07843137254902	1110.0	0.0	11.0	
8.866	23.0	12.0	16.07843137254902	1107.0	0.0	11.0	
9.502	24.0	12.0	16.07843137254902	1129.0	0.0	10.0	
10.14	25.0	12.0	16.07843137254902	1134.0	0.0	10.0	
10.775	27.0	12.0	16.07843137254902	1134.0	0.0	11.0	
11.408	28.0	12.0	16.07843137254902	1107.0	0.0	11.0	
12.053	29.0	12.0	16.07843137254902	1115.0	0.0	11.0	
12.684	31.0	12.0	15.686274509803921	1115.0	0.0	11.0	
13.325	32.0	12.0	16.07843137254902	1116.0	0.0	11.0	
13.963	33.0	12.0	15.686274509803921	1123.0	0.0	11.0	
14.607	34.0	12.0	16.07843137254902	1127.0	0.0	11.0	
15.247	36.0	12.0	16.07843137254902	1124.0	0.0	11.0	
15.884	37.0	12.0	16.07843137254902	1105.0	0.0	12.0	
16.52	38.0	12.0	15.686274509803921	1122.0	0.0	11.0	
17.161	39.0	13.0	16.07843137254902	1125.0	0.0	12.0	
17.798	41.0	13.0	16.07843137254902	1115.0	0.0	12.0	
18.433	42.0	13.0	16.07843137254902	1130.0	0.0	12.0	
19.071	43.0	13.0	16.07843137254902	1122.0	0.0	12.0	
19.706	44.0	13.0	16.07843137254902	1128.0	0.0	13.0	
20.342	47.0	13.0	18.431372549019606	1602.0	0.0	13.0	
20.983	48.0	13.0	23.137254901960784	1044.0	1.0	14.0	
21.616	49.0	13.0	16.862745098039216	1370.0	3.0	14.0	
22.254	50.0	13.0	15.686274509803921	1110.0	3.0	14.0	
22.89	52.0	13.0	16.862745098039216	1207.0	2.0	15.0	
23.527	53.0	13.0	15.294117647058824	1222.0	3.0	15.0	
24.166	54.0	13.0	18.823529411764707	1213.0	1.0	15.0	
24.805	56.0	13.0	16.07843137254902	1099.0	1.0	15.0	
25.44	57.0	13.0	15.294117647058824	1121.0	1.0	16.0	
26.078	59.0	13.0	1337.0	1.0	16.0	
30.548	60.0	13.0	17.647058823529413	1249.0	5.0	17.0	
31.19	62.0	14.0	19.215686274509803	1417.0	10.0	17.0	
31.823	63.0	13.0	18.823529411764707	1825.0	13.0	18.0	
32.457	64.0	13.0	16.862745098039216	1216.0	14.0	18.0	
33.099	65.0	13.0	17.647058823529413	1101.0	15.0	18.0	
33.733	67.0	13.0	15.686274509803921	1084.0	13.0	19.0	
34.368	68.0	13.0	15.686274509803921	1087.0	12.0	19.0	
35.009	69.0	14.0	16.07843137254902	1280.0	12.0	19.0	
35.643	70.0	14.0	19.215686274509803	1082.0	15.0	20.0	
36.277	72.0	14.0	19.607843137254903	1267.0	17.0	20.0	
36.915	73.0	14.0	20.0	1425.0	20.0	20.0	
37.556	74.0	14.0	21.568627450980394	1629.0	22.0	21.0	
38.194	76.0	14.0	21.96078431372549	1892.0	26.0	21.0	
38.83	77.0	14.0	26.274509803921568	1250.0	26.0	21.0	
39.468	78.0	14.0	15.294117647058824	1278.0	25.0	22.0	
40.107	79.0	14.0	21.176470588235293	1303.0	26.0	22.0	
40.744	81.0	14.0	23.137254901960784	1275.0	26.0	23.0	
41.384	82.0	13.0	14.901960784313726	1107.0	23.0	23.0	
42.021	83.0	13.0	15.686274509803921	1064.0	20.0	24.0	
42.658	84.0	13.0	15.294117647058824	1054.0	16.0	24.0	
43.297	87.0	13.0	15.294117647058824	1058.0	3.0	25.0	
43.934	88.0	13.0	15.294117647058824	1045.0	0.0	25.0	
44.569	89.0	13.0	16.07843137254902	1071.0	0.0	25.0	
45.21	91.0	14.0	16.07843137254902	1050.0	0.0	26.0	
45.846	92.0	14.0	15.686274509803921	1035.0	0.0	27.0	
46.484	93.0	13.0	15.294117647058824	1042.0	0.0	27.0	
47.124	94.0	14.0	15.294117647058824	1023.0	0.0	27.0	
47.762	97.0	13.0	15.294117647058824	1032.0	0.0	28.0	
48.398	98.0	13.0	15.294117647058824	1018.0	0.0	28.0	
49.039	99.0	14.0	15.294117647058824	1019.0	0.0	29.0	
49.687	100.0	14.0	15.686274509803921	1018.0	0.0	29.0	
50.377	102.0	13.0	15.294117647058824	1019.0	0.0	29.0	
51.113	103.0	14.0	15.686274509803921	1010.0	0.0	30.0	
51.784	105.0	14.0	15.294117647058824	994.0	0.0	30.0	
52.477	107.0	13.0	15.294117647058824	1003.0	0.0	31.0	
53.297	108.0	14.0	15.294117647058824	2133.0	0.0	31.0	
53.886	109.0	14.0	24.313725490196077	1536.0	7.0	31.0	
54.519	110.0	14.0	24.705882352941178	1968.0	15.0	31.0	
55.158	112.0	14.0	22.352941176470587	1214.0	15.0	32.0	
55.796	113.0	14.0	14.901960784313726	1248.0	17.0	32.0	
56.427	114.0	14.0	21.568627450980394	1514.0	21.0	32.0	
57.175	115.0	14.0	21.176470588235293	1876.0	26.0	32.0	
57.742	117.0	14.0	26.666666666666668	1170.0	28.0	33.0	
58.382	118.0	14.0	14.509803921568627	1435.0	28.0	33.0	
59.021	119.0	14.0	21.96078431372549	1615.0	32.0	33.0	
59.658	120.0	14.0	28.235294117647058	1831.0	37.0	34.0	
60.294	122.0	14.0	29.019607843137255	2045.0	41.0	34.0	
61.04	123.0	14.0	27.45098039215686	1549.0	42.0	35.0	
61.759	124.0	13.0	14.901960784313726	1589.0	43.0	35.0	
62.424	125.0	14.0	27.058823529411764	1663.0	45.0	35.0	
63.127	127.0	14.0	26.666666666666668	1719.0	47.0	36.0	
63.803	128.0	14.0	26.666666666666668	1782.0	49.0	36.0	
64.453	129.0	14.0	26.274509803921568	1834.0	50.0	36.0	
65.091	130.0	14.0	26.274509803921568	1888.0	52.0	36.0	
65.73	132.0	14.0	26.274509803921568	1925.0	53.0	37.0	
66.368	133.0	14.0	25.49019607843137	1970.0	54.0	38.0	
67.009	134.0	13.0	25.098039215686274	2013.0	55.0	38.0	
67.645	135.0	13.0	24.705882352941178	2046.0	56.0	38.0	
68.281	138.0	13.0	25.88235294117647	1586.0	55.0	39.0	
68.915	139.0	13.0	21.568627450980394	1579.0	55.0	40.0	
69.555	140.0	13.0	21.176470588235293	1577.0	55.0	40.0	
70.193	142.0	14.0	20.784313725490197	1570.0	55.0	41.0	
70.831	143.0	13.0	22.352941176470587	1567.0	55.0	41.0	
71.465	144.0	14.0	24.705882352941178	1573.0	55.0	41.0	
72.105	145.0	14.0	23.137254901960784	1580.0	55.0	42.0	
72.741	147.0	13.0	21.96078431372549	1580.0	55.0	43.0	
73.379	148.0	13.0	21.568627450980394	1600.0	56.0	43.0	
74.028	149.0	13.0	21.176470588235293	1613.0	56.0	43.0	
74.651	150.0	13.0	18.03921568627451	1607.0	56.0	44.0	
75.288	152.0	13.0	16.862745098039216	1588.0	56.0	44.0	
75.922	153.0	14.0	17.647058823529413	1604.0	56.0	45.0	
