0.0	81	25.19	1019.31
0.076	82	25.18	1019.41
1.072	82	25.18	1019.41
2.072	82	25.19	1019.39
3.073	82	25.19	1019.39
4.073	82	25.18	1019.33
5.074	84	25.18	1019.33
6.074	84	25.17	1019.38
7.078	84	25.17	1019.38
8.075	84	25.19	1019.38
9.076	84	25.19	1019.38
10.076	84	25.17	1019.32
11.077	84	25.17	1019.32
12.077	84	25.15	1019.38
13.077	84	25.15	1019.38
14.151	84	25.16	1019.27
15.104	84	25.16	1019.27
16.08	84	25.14	1019.37
17.091	84	25.14	1019.37
18.089	84	25.15	1019.32
19.089	84	25.15	1019.32
20.084	84	25.14	1019.33
21.081	84	25.14	1019.33
22.215	84	25.15	1019.32
23.087	84	25.15	1019.32
24.083	84	25.13	1019.36
25.105	84	25.13	1019.36
26.098	83	25.13	1019.43
27.101	84	25.13	1019.43
28.084	84	25.13	1019.37
29.231	84	25.13	1019.37
30.087	84	25.13	1019.32
31.171	84	25.13	1019.32
32.092	84	25.13	1019.36
33.093	84	25.13	1019.36
34.145	84	25.13	1019.28
35.093	84	25.13	1019.28
36.089	84	25.13	1019.29
37.091	84	25.13	1019.29
38.088	84	25.13	1019.39
39.088	83	25.13	1019.39
